,Symbol,Close,sma,ema
0,NLCINDIA,88.45,86.69250000000001,86.81541512846854
0,NMDC,123.55,120.47,120.85019453602999
0,NOIDATOLL,8.1,7.9975,8.039465194236179
0,NORBTEAEXP,8.15,7.235000000000001,7.431509736724699
0,OIL,214.55,205.68249999999998,206.56449227139208
0,OLECTRA,556.0,517.1850000000001,531.2252881936847
0,OMINFRAL,41.3,39.214999999999996,39.662862732269666
0,ONELIFECAP,15.65,13.815000000000001,14.17857056765938
0,ONGC,147.2,141.40999999999997,142.273022396192
0,OPTIEMUS,327.8,281.655,292.92446510437964
0,ORTINLAB,23.0,22.81,22.98436610853884
0,PALASHSECU,144.45,104.26499999999999,109.59316425139977
0,PALREDTEC,165.5,154.9125,154.2251991043831
0,PANACHE,66.1,65.3425,65.92013583281245
0,PANAMAPET,365.3,374.89250000000004,362.1185266914894
0,PARADEEP,61.85,57.65999999999999,58.80078011562779
0,PARSVNATH,8.9,7.83,8.105014523234905
0,PASUPTAC,34.85,32.432500000000005,33.23775963573045
0,PEARLPOLY,25.35,22.265,22.9337615167898
0,PEL,892.3,848.2800000000001,861.5422030293253
0,PFC,141.6,137.5075,137.17502188978656
0,PFOCUS,87.05,84.49999999999999,85.64167417701168
0,PGEL,1109.15,1033.7025,1054.3129797387817
0,PGHH,14299.5,14148.147500000001,14155.561984089794
0,PIIND,3520.2,3447.44,3450.067648932205
0,PILANIINVS,1951.1,1929.0625,1932.091245156973
0,PILITA,8.05,7.995,8.003164694286394
0,PITTIENG,330.05,321.58000000000004,320.49106165135163
0,PNB,56.75,54.417500000000004,54.31293995220131
0,PNBGILTS,66.5,63.904999999999994,64.32194613221488
0,PNBHOUSING,467.45,442.4075000000001,447.0007455186992
0,PNCINFRA,293.7,279.05499999999995,280.6668312004791
0,POLICYBZR,463.65,452.8625,449.48873951119265
0,POLYCAB,2753.9,2680.6449999999995,2750.5604383151503
0,PONNIERODE,385.4,331.7425,332.3613713099111
0,POWERINDIA,3347.95,3053.5074999999997,3143.426720187323
0,POWERMECH,2214.55,2222.4125,2203.054324549848
0,PPAP,277.15,222.79000000000002,232.85902169223
0,PRAENG,15.3,14.674999999999997,15.035638983973369
0,PRAKASH,55.2,54.597500000000004,54.716206422461056
0,PRAKASHSTL,5.05,4.9075,4.961029643048604
0,PRECWIRE,108.95,109.28,108.60458675342241
0,PREMIERPOL,98.05,96.165,97.15267166690148
0,PRICOLLTD,197.0,190.0875,191.50986520111644
0,PRIMESECU,101.1,100.07249999999999,100.89805701149051
0,PRINCEPIPE,628.25,589.6450000000001,598.5554747701367
0,PRITI,172.1,151.66000000000003,160.87275896879765
0,PROZONINTU,27.8,24.51,24.79361145519639
0,PRUDENT,981.5,911.7674999999999,914.9392809231808
0,PSB,40.5,28.3975,30.70241320785285
0,PSPPROJECT,677.0,649.1125,653.6341304588168
0,PTL,33.45,32.347500000000004,32.62927760867462
0,PURVA,105.7,97.00250000000001,99.85293264774847
0,PVP,10.25,9.695,9.81111784036666
0,QUICKHEAL,182.8,180.68,182.2911837007514
0,RADAAN,1.9,1.6,1.626269880988
0,RADHIKAJWE,166.95,160.74999999999997,163.7020722901793
0,RADIOCITY,24.5,23.41,23.46632571855772
0,RAILTEL,135.45,135.52999999999997,132.64488994568785
0,RAJESHEXPO,802.85,729.775,733.8282785997893
0,RAJSREESUG,55.55,44.635,44.655046469726
0,RALLIS,251.65,247.47750000000002,249.16045516732817
